"posteam","defteam","play_type","yards_gained","air_yards","yards_after_catch","down","big_play"
"CHI","GB","pass",20,20,0,2,"Yes"
"CHI","GB","pass",6,6,0,1,"No"
"CHI","GB","pass",0,6,NA,2,"No"
"CHI","GB","pass",0,6,NA,3,"No"
"CHI","GB","pass",6,6,0,4,"No"
"CHI","GB","extra_point",0,NA,NA,NA,"No"
"GB","CHI","kickoff",0,NA,NA,NA,"No"
"GB","CHI","pass",-6,NA,NA,1,"No"
NA,NA,NA,NA,NA,NA,NA,NA
"GB","CHI","kickoff",0,NA,NA,NA,"No"
"GB","CHI","run",3,NA,NA,1,"No"
"GB","CHI","pass",31,17,14,2,"Yes"
"GB","CHI","run",3,NA,NA,1,"No"
"GB","CHI","pass",6,4,2,2,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"GB","CHI","pass",0,NA,NA,3,"No"
"GB","CHI","run",0,NA,NA,4,"No"
"CHI","GB","pass",0,9,NA,1,"No"
"CHI","GB","run",7,NA,NA,2,"No"
"CHI","GB","run",11,NA,NA,3,"No"
"CHI","GB","pass",46,46,0,1,"Yes"
"CHI","GB",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
"JAX","DEN","kickoff",0,NA,NA,NA,"No"
"JAX","DEN","pass",0,5,NA,1,"No"
"JAX","DEN","pass",6,2,4,2,"No"
"JAX","DEN","pass",-1,NA,NA,3,"No"
"JAX","DEN","punt",0,NA,NA,4,"No"
"DEN","JAX","run",4,NA,NA,1,"No"
"DEN","JAX","pass",0,4,NA,2,"No"
"DEN","JAX","no_play",0,NA,NA,3,"No"
"DEN","JAX","pass",8,4,4,3,"No"
"DEN","JAX","punt",0,NA,NA,4,"No"
"JAX","DEN","run",0,NA,NA,1,"No"
"JAX","DEN","pass",2,-6,8,2,"No"
"JAX","DEN","pass",-2,NA,NA,3,"No"
"JAX","DEN","punt",0,NA,NA,4,"No"
"DEN","JAX","run",16,NA,NA,1,"No"
"DEN","JAX","pass",0,6,NA,1,"No"
"DEN","JAX","run",9,NA,NA,2,"No"
"DEN","JAX","run",0,NA,NA,3,"No"
"DEN","JAX","run",1,NA,NA,4,"No"
"DEN","JAX","pass",17,17,0,1,"No"
"DEN","JAX","pass",14,11,3,1,"No"
"DEN","JAX","run",1,NA,NA,1,"No"
"DEN","JAX","pass",0,29,NA,2,"No"
"DEN","JAX","pass",3,-6,9,3,"No"
"DEN","JAX","field_goal",0,NA,NA,4,"No"
"JAX","DEN","run",1,NA,NA,1,"No"
"JAX","DEN","pass",0,13,NA,2,"No"
"JAX","DEN","pass",21,21,0,3,"Yes"
"JAX","DEN","pass",0,11,NA,1,"No"
"JAX","DEN","run",0,NA,NA,2,"No"
"JAX","DEN","no_play",0,NA,NA,3,"No"
"JAX","DEN","run",4,NA,NA,1,"No"
"JAX","DEN","run",7,NA,NA,2,"No"
"JAX","DEN","pass",0,18,NA,1,"No"
"JAX","DEN","pass",6,3,3,2,"No"
"JAX","DEN","pass",12,12,0,3,"No"
"JAX","DEN","extra_point",0,NA,NA,NA,"No"
"DEN","JAX","kickoff",0,NA,NA,NA,"No"
"DEN","JAX","pass",33,21,12,1,"Yes"
"DEN","JAX",NA,NA,NA,NA,NA,NA
"DEN","JAX","run",12,NA,NA,1,"No"
"DEN","JAX","no_play",0,NA,NA,1,"No"
"DEN","JAX","run",3,NA,NA,1,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"DEN","JAX","pass",7,4,3,2,"No"
"DEN","JAX","pass",15,15,0,3,"No"
"DEN","JAX","extra_point",0,NA,NA,NA,"No"
"JAX","DEN","kickoff",0,NA,NA,NA,"No"
"JAX","DEN","run",-5,NA,NA,1,"No"
"JAX","DEN","pass",0,4,NA,2,"No"
"JAX","DEN","pass",-11,NA,NA,3,"No"
"JAX","DEN","punt",0,NA,NA,4,"No"
"DEN","JAX","pass",26,15,11,1,"Yes"
"DEN","JAX","pass",0,9,NA,1,"No"
"DEN","JAX","pass",8,4,4,2,"No"
"DEN","JAX","run",-2,NA,NA,3,"No"
"DEN","JAX","field_goal",0,NA,NA,4,"No"
"JAX","DEN","kickoff",0,NA,NA,NA,"No"
"JAX","DEN","pass",0,-3,NA,1,"No"
"JAX","DEN","pass",9,9,0,2,"No"
"JAX","DEN","run",1,NA,NA,3,"No"
"JAX","DEN","pass",23,18,5,1,"Yes"
"JAX","DEN","pass",-1,-3,2,1,"No"
"JAX","DEN","run",24,NA,NA,2,"Yes"
"JAX","DEN","run",0,NA,NA,1,"No"
"JAX","DEN","pass",3,3,0,2,"No"
"JAX","DEN","extra_point",0,NA,NA,NA,"No"
"DEN","JAX","kickoff",0,NA,NA,NA,"No"
"DEN","JAX","run",7,NA,NA,1,"No"
"DEN","JAX","run",1,NA,NA,2,"No"
"DEN","JAX","pass",16,3,13,3,"No"
"DEN","JAX","pass",0,27,NA,1,"No"
"DEN","JAX","pass",6,-3,9,2,"No"
"DEN","JAX","pass",0,11,NA,3,"No"
"DEN","JAX","punt",0,NA,NA,4,"No"
"JAX","DEN","run",4,NA,NA,1,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"JAX","DEN","pass",25,20,5,2,"Yes"
"JAX","DEN","pass",0,33,NA,1,"No"
"JAX","DEN","pass",10,10,0,2,"No"
"JAX","DEN","run",5,NA,NA,1,"No"
"JAX","DEN","pass",9,9,0,2,"No"
"JAX","DEN","pass",5,4,1,1,"No"
"JAX","DEN","pass",0,16,NA,2,"No"
"JAX","DEN","field_goal",0,NA,NA,3,"No"
NA,NA,NA,NA,NA,NA,NA,NA
"DEN","JAX","kickoff",0,NA,NA,NA,"No"
"DEN","JAX","run",1,NA,NA,1,"No"
"DEN","JAX","no_play",0,NA,NA,2,"No"
"DEN","JAX","pass",5,5,0,1,"No"
"DEN","JAX","pass",9,9,0,2,"No"
"DEN","JAX","run",38,NA,NA,1,"Yes"
"DEN","JAX","extra_point",0,NA,NA,NA,"No"
"JAX","DEN","kickoff",0,NA,NA,NA,"No"
"JAX","DEN","run",2,NA,NA,1,"No"
"JAX","DEN","pass",7,6,1,2,"No"
"JAX","DEN","run",6,NA,NA,3,"No"
"JAX","DEN","no_play",0,NA,NA,1,"No"
"JAX","DEN","run",1,NA,NA,1,"No"
"JAX","DEN","pass",0,14,NA,2,"No"
"JAX","DEN","pass",20,7,13,3,"Yes"
"JAX","DEN","pass",11,5,6,1,"No"
"JAX","DEN","pass",1,1,0,1,"No"
"JAX","DEN","no_play",0,NA,NA,2,"No"
"JAX","DEN","run",1,NA,NA,1,"No"
"JAX","DEN","extra_point",0,NA,NA,NA,"No"
"DEN","JAX","kickoff",0,NA,NA,NA,"No"
"DEN","JAX","pass",15,3,12,1,"No"
"DEN","JAX","pass",0,40,NA,1,"No"
"DEN","JAX","pass",-3,-4,1,2,"No"
"DEN","JAX","pass",0,1,NA,3,"No"
"DEN","JAX","punt",0,NA,NA,4,"No"
"JAX","DEN","run",2,NA,NA,1,"No"
"JAX","DEN","pass",5,5,0,2,"No"
"JAX","DEN","pass",63,5,58,3,"Yes"
"JAX","DEN","pass",10,0,10,1,"No"
"JAX","DEN","extra_point",0,NA,NA,NA,"No"
"DEN","JAX","kickoff",0,NA,NA,NA,"No"
"DEN","JAX","run",4,NA,NA,1,"No"
"DEN","JAX","pass",0,9,NA,2,"No"
"DEN","JAX","pass",13,6,7,3,"No"
"DEN","JAX","pass",6,5,1,1,"No"
"DEN","JAX","run",-5,NA,NA,2,"No"
"JAX","DEN","pass",5,-3,8,1,"No"
"JAX","DEN","run",0,NA,NA,2,"No"
"JAX","DEN","pass",24,4,20,3,"Yes"
"JAX","DEN",NA,NA,NA,NA,NA,NA
"JAX","DEN","run",-5,NA,NA,1,"No"
"JAX","DEN","pass",3,2,1,2,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"JAX","DEN","pass",0,7,NA,3,"No"
"JAX","DEN","field_goal",0,NA,NA,4,"No"
"DEN","JAX","kickoff",0,NA,NA,NA,"No"
"DEN","JAX","run",4,NA,NA,1,"No"
"DEN","JAX","run",7,NA,NA,2,"No"
"DEN","JAX","pass",48,41,7,1,"Yes"
"DEN","JAX","pass",6,0,6,1,"No"
"DEN","JAX","pass",0,0,NA,2,"No"
"DEN","JAX","pass",0,3,NA,3,"No"
"DEN","JAX","field_goal",0,NA,NA,4,"No"
"JAX","DEN","kickoff",0,NA,NA,NA,"No"
"JAX","DEN","pass",0,4,NA,1,"No"
"JAX","DEN","pass",0,25,NA,2,"No"
"JAX","DEN","pass",0,NA,NA,3,"No"
"JAX","DEN","punt",0,NA,NA,4,"No"
"DEN","JAX","pass",32,2,30,1,"Yes"
"DEN","JAX","pass",8,2,6,1,"No"
"DEN","JAX","pass",0,2,NA,2,"No"
"DEN","JAX","pass",0,1,NA,3,"No"
"DEN","JAX","pass",0,11,NA,4,"No"
"JAX","DEN","run",1,NA,NA,1,"No"
"JAX","DEN","run",1,NA,NA,2,"No"
"JAX","DEN","run",10,NA,NA,3,"No"
"JAX","DEN","run",4,NA,NA,1,"No"
"JAX","DEN","pass",0,NA,NA,2,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"JAX","DEN","pass",0,0,NA,3,"No"
"JAX","DEN","punt",0,NA,NA,4,"No"
"DEN","JAX","pass",0,3,NA,1,"No"
"DEN","JAX","pass",3,3,0,2,"No"
"DEN","JAX","pass",12,12,0,3,"No"
"DEN","JAX","pass",21,19,2,1,"Yes"
"DEN","JAX","pass",7,7,0,1,"No"
"DEN","JAX","pass",0,18,NA,2,"No"
"DEN","JAX","pass",-8,NA,NA,3,"No"
"DEN","JAX","pass",0,32,NA,4,"No"
"JAX","DEN","run",1,NA,NA,1,"No"
"JAX","DEN","run",11,NA,NA,2,"No"
"JAX","DEN","run",2,NA,NA,1,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"JAX","DEN","run",3,NA,NA,2,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"JAX","DEN","run",0,NA,NA,3,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"JAX","DEN","punt",0,NA,NA,4,"No"
"DEN","JAX","pass",0,16,NA,1,"No"
"DEN","JAX","pass",4,4,0,2,"No"
"DEN","JAX","pass",11,11,0,3,"No"
"DEN","JAX","pass",0,20,NA,1,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"DEN","JAX","pass",2,-3,5,2,"No"
"DEN","JAX",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
"KC","TEN","kickoff",0,NA,NA,NA,"No"
"KC","TEN","run",0,NA,NA,1,"No"
"KC","TEN","no_play",0,NA,NA,2,"No"
"KC","TEN","no_play",0,NA,NA,2,"No"
"KC","TEN","pass",0,4,NA,2,"No"
"KC","TEN","run",8,NA,NA,3,"No"
"KC","TEN","punt",0,NA,NA,4,"No"
"TEN","KC","pass",15,-2,17,1,"No"
"TEN","KC","run",3,NA,NA,1,"No"
"TEN","KC","run",6,NA,NA,2,"No"
"TEN","KC","run",0,NA,NA,3,"No"
"TEN","KC","pass",0,14,NA,4,"No"
"KC","TEN","pass",-3,-5,2,1,"No"
"KC","TEN","pass",6,-5,11,2,"No"
"KC","TEN","pass",0,8,NA,3,"No"
"KC","TEN","punt",0,NA,NA,4,"No"
"TEN","KC","run",10,NA,NA,1,"No"
"TEN","KC","no_play",0,NA,NA,1,"No"
"TEN","KC","pass",9,9,0,1,"No"
"TEN","KC","run",4,NA,NA,2,"No"
"TEN","KC","pass",9,7,2,3,"No"
"TEN","KC","run",6,NA,NA,1,"No"
"TEN","KC","pass",1,-6,7,2,"No"
"TEN","KC","pass",15,15,0,3,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"TEN","KC","run",1,NA,NA,1,"No"
"TEN","KC","pass",-8,NA,NA,2,"No"
"TEN","KC","pass",0,23,NA,3,"No"
"TEN","KC","punt",0,NA,NA,4,"No"
"KC","TEN","pass",12,5,7,1,"No"
"KC","TEN","no_play",0,NA,NA,1,"No"
"KC","TEN","run",3,NA,NA,1,"No"
"KC","TEN","run",3,NA,NA,2,"No"
"KC","TEN","pass",0,26,NA,1,"No"
"KC","TEN",NA,NA,NA,NA,NA,NA
"KC","TEN","pass",0,4,NA,2,"No"
"KC","TEN","pass",0,-5,NA,3,"No"
"KC","TEN","punt",0,NA,NA,4,"No"
"TEN","KC","pass",0,33,NA,1,"No"
"TEN","KC","pass",7,1,6,2,"No"
"TEN","KC","pass",-8,NA,NA,3,"No"
"TEN","KC","punt",0,NA,NA,4,"No"
"KC","TEN","no_play",0,NA,NA,1,"No"
"KC","TEN","run",-2,NA,NA,1,"No"
"TEN","KC","kickoff",0,NA,NA,NA,"No"
"TEN","KC","run",2,NA,NA,1,"No"
"TEN","KC","run",3,NA,NA,2,"No"
"TEN","KC","pass",0,3,NA,3,"No"
"TEN","KC","no_play",0,NA,NA,4,"No"
"TEN","KC","punt",0,NA,NA,4,"No"
"KC","TEN","run",6,NA,NA,1,"No"
"KC","TEN","run",5,NA,NA,2,"No"
"KC","TEN","run",5,NA,NA,1,"No"
"KC","TEN","run",4,NA,NA,2,"No"
"KC","TEN","run",2,NA,NA,3,"No"
"KC","TEN","pass",0,12,NA,1,"No"
"KC","TEN","pass",6,6,0,2,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"KC","TEN","pass",0,2,NA,3,"No"
"KC","TEN","field_goal",0,NA,NA,4,"No"
"TEN","KC","kickoff",0,NA,NA,NA,"No"
"TEN","KC","run",2,NA,NA,1,"No"
"TEN","KC","pass",34,-3,37,2,"Yes"
"TEN","KC","run",8,NA,NA,1,"No"
"TEN","KC","run",0,NA,NA,2,"No"
"TEN","KC","run",11,NA,NA,3,"No"
"TEN","KC","pass",9,5,4,1,"No"
"TEN","KC","run",0,NA,NA,2,"No"
"TEN","KC","run",1,NA,NA,3,"No"
"TEN","KC","run",15,NA,NA,1,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"TEN","KC","run",2,NA,NA,1,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"TEN","KC","pass",7,-3,10,2,"No"
"TEN","KC","extra_point",0,NA,NA,NA,"No"
"KC","TEN","kickoff",0,NA,NA,NA,"No"
"KC","TEN","run",5,NA,NA,1,"No"
"KC","TEN","pass",13,13,0,2,"No"
"KC","TEN","pass",6,-3,9,1,"No"
"KC","TEN","pass",18,7,11,2,"No"
"KC","TEN","pass",-1,-1,0,1,"No"
"KC","TEN","pass",4,-1,5,2,"No"
"KC","TEN","field_goal",0,NA,NA,3,"No"
"TEN","KC","kickoff",0,NA,NA,NA,"No"
NA,NA,NA,NA,NA,NA,NA,NA
"TEN","KC","kickoff",0,NA,NA,NA,"No"
"TEN","KC","pass",2,1,1,1,"No"
"TEN","KC","run",4,NA,NA,2,"No"
"TEN","KC","pass",25,21,4,3,"Yes"
"TEN","KC","run",2,NA,NA,1,"No"
"TEN","KC","pass",30,30,0,2,"Yes"
"TEN","KC","pass",0,-3,NA,1,"No"
"TEN","KC","pass",4,-5,9,2,"No"
"TEN","KC","pass",7,-3,10,3,"No"
"TEN","KC","pass",1,1,0,1,"No"
"TEN","KC","extra_point",0,NA,NA,NA,"No"
"KC","TEN","kickoff",0,NA,NA,NA,"No"
"KC","TEN","run",5,NA,NA,1,"No"
"KC","TEN","pass",31,16,15,2,"Yes"
"KC","TEN","pass",4,-1,5,1,"No"
"KC","TEN","run",2,NA,NA,2,"No"
"KC","TEN","pass",0,2,NA,3,"No"
"KC","TEN","field_goal",0,NA,NA,4,"No"
"TEN","KC","run",2,NA,NA,1,"No"
"TEN","KC","pass",0,-2,NA,2,"No"
"TEN","KC","pass",7,-2,9,3,"No"
"TEN","KC","run",0,NA,NA,4,"No"
"KC","TEN","no_play",0,NA,NA,1,"No"
"KC","TEN","pass",-2,-3,1,1,"No"
"KC","TEN","pass",28,10,18,2,"Yes"
"KC","TEN","run",3,NA,NA,1,"No"
"KC","TEN","pass",0,-2,NA,2,"No"
"KC","TEN","pass",-10,NA,NA,3,"No"
"KC","TEN","no_play",0,NA,NA,4,"No"
"KC","TEN","field_goal",0,NA,NA,4,"No"
"TEN","KC","kickoff",0,NA,NA,NA,"No"
"TEN","KC","run",2,NA,NA,1,"No"
"TEN","KC","run",4,NA,NA,2,"No"
"TEN","KC","no_play",0,NA,NA,3,"No"
"TEN","KC","run",11,NA,NA,1,"No"
"TEN","KC","pass",0,0,0,1,"No"
"TEN","KC",NA,NA,NA,NA,NA,NA
"TEN","KC","run",9,NA,NA,2,"No"
"TEN","KC","pass",0,2,NA,3,"No"
"TEN","KC","no_play",0,NA,NA,4,"No"
"TEN","KC","run",2,NA,NA,1,"No"
"TEN","KC","run",-2,NA,NA,2,"No"
"TEN","KC","pass",24,21,3,3,"Yes"
"TEN","KC","run",4,NA,NA,1,"No"
"TEN","KC","extra_point",0,NA,NA,NA,"No"
"KC","TEN","kickoff",0,NA,NA,NA,"No"
"KC","TEN","pass",0,25,NA,1,"No"
"KC","TEN","no_play",0,NA,NA,2,"No"
"KC","TEN","no_play",0,NA,NA,2,"No"
"KC","TEN","run",2,NA,NA,2,"No"
"KC","TEN","no_play",0,NA,NA,3,"No"
"KC","TEN","pass",-11,NA,NA,3,"No"
"KC","TEN","punt",0,NA,NA,4,"No"
"TEN","KC","run",15,NA,NA,1,"No"
"TEN","KC","run",0,NA,NA,1,"No"
"TEN","KC","pass",4,-2,6,2,"No"
"TEN","KC","pass",15,11,4,3,"No"
"TEN","KC","run",5,NA,NA,1,"No"
"TEN","KC","run",3,NA,NA,2,"No"
"TEN","KC","run",3,NA,NA,3,"No"
"TEN","KC","run",2,NA,NA,1,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"TEN","KC","run",11,NA,NA,2,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"TEN","KC","run",7,NA,NA,1,"No"
"TEN","KC","no_play",0,NA,NA,2,"No"
"TEN","KC","no_play",0,NA,NA,2,"No"
"TEN","KC","pass",3,-3,6,2,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"TEN","KC","run",4,NA,NA,3,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"TEN","KC","field_goal",0,NA,NA,4,"No"
"KC","TEN","kickoff",0,NA,NA,NA,"No"
"KC","TEN","pass",4,-2,6,1,"No"
"KC","TEN","pass",-14,NA,NA,2,"No"
"KC","TEN","pass",-9,NA,NA,3,"No"
"KC","TEN","punt",0,NA,NA,4,"No"
"TEN","KC","run",4,NA,NA,1,"No"
"TEN","KC","qb_kneel",-1,NA,NA,2,"No"
"TEN","KC","qb_kneel",-1,NA,NA,3,"No"
"TEN","KC",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
"DAL","LAC","kickoff",0,NA,NA,NA,"No"
"DAL","LAC","pass",14,9,5,1,"No"
"DAL","LAC","run",5,NA,NA,1,"No"
"DAL","LAC","pass",13,10,3,2,"No"
"DAL","LAC","run",3,NA,NA,1,"No"
"DAL","LAC","pass",5,-2,7,2,"No"
"DAL","LAC","pass",0,3,NA,3,"No"
"DAL","LAC","pass",28,22,6,4,"Yes"
"DAL","LAC","run",2,NA,NA,1,"No"
"DAL","LAC","pass",4,3,1,2,"No"
"DAL","LAC","pass",5,2,3,3,"No"
"DAL","LAC","extra_point",0,NA,NA,NA,"No"
"LAC","DAL","kickoff",0,NA,NA,NA,"No"
"LAC","DAL","run",1,NA,NA,1,"No"
"LAC","DAL","pass",5,3,2,2,"No"
"LAC","DAL","pass",23,4,19,3,"Yes"
"LAC","DAL","pass",11,10,1,1,"No"
"LAC","DAL","run",2,NA,NA,1,"No"
"LAC","DAL","pass",23,23,0,2,"Yes"
"LAC","DAL","extra_point",0,NA,NA,NA,"No"
"DAL","LAC","kickoff",0,NA,NA,NA,"No"
"DAL","LAC","run",6,NA,NA,1,"No"
"DAL","LAC","run",8,NA,NA,2,"No"
"DAL","LAC","pass",7,-1,8,1,"No"
"DAL","LAC","run",1,NA,NA,2,"No"
"DAL","LAC","run",3,NA,NA,3,"No"
"DAL","LAC","pass",6,6,0,1,"No"
"DAL","LAC","run",8,NA,NA,2,"No"
"DAL","LAC","run",9,NA,NA,1,"No"
"DAL","LAC","run",2,NA,NA,2,"No"
"DAL","LAC","pass",0,0,NA,1,"No"
"DAL","LAC","pass",7,6,1,2,"No"
"DAL","LAC","pass",3,3,0,3,"No"
"DAL","LAC",NA,NA,NA,NA,NA,NA
"DAL","LAC","pass",0,6,NA,1,"No"
"DAL","LAC","pass",6,6,0,2,"No"
"DAL","LAC","no_play",0,NA,NA,3,"No"
"DAL","LAC","pass",0,15,NA,3,"No"
"DAL","LAC","field_goal",0,NA,NA,4,"No"
"LAC","DAL","kickoff",0,NA,NA,NA,"No"
"LAC","DAL","pass",14,12,2,1,"No"
"LAC","DAL","run",18,NA,NA,1,"No"
"LAC","DAL","run",5,NA,NA,1,"No"
"LAC","DAL","pass",10,4,6,2,"No"
"LAC","DAL","pass",15,11,4,1,"No"
"LAC","DAL","no_play",NA,NA,NA,1,NA
"LAC","DAL","pass",0,25,NA,1,"No"
"LAC","DAL","pass",25,25,0,2,"Yes"
"LAC","DAL","extra_point",0,NA,NA,NA,"No"
"DAL","LAC","kickoff",0,NA,NA,NA,"No"
"DAL","LAC","run",6,NA,NA,1,"No"
"DAL","LAC","pass",13,12,1,2,"No"
"DAL","LAC","run",8,NA,NA,1,"No"
"DAL","LAC","pass",38,38,0,2,"Yes"
"DAL","LAC","extra_point",0,NA,NA,NA,"No"
"LAC","DAL","kickoff",0,NA,NA,NA,"No"
"LAC","DAL","pass",6,6,0,1,"No"
"LAC","DAL","run",6,NA,NA,2,"No"
"LAC","DAL","run",1,NA,NA,1,"No"
"LAC","DAL","pass",0,5,NA,2,"No"
"LAC","DAL","pass",10,4,6,3,"No"
"LAC","DAL","pass",3,-3,6,1,"No"
"LAC","DAL","pass",7,5,2,2,"No"
"LAC","DAL","run",6,NA,NA,1,"No"
"LAC","DAL","run",12,NA,NA,2,"No"
"LAC","DAL","run",-1,NA,NA,1,"No"
"LAC","DAL","run",4,NA,NA,2,"No"
"LAC","DAL","pass",9,5,4,3,"No"
"LAC","DAL","run",8,NA,NA,1,"No"
"LAC","DAL","run",-3,NA,NA,2,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"LAC","DAL","pass",12,9,3,3,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"LAC","DAL","run",1,NA,NA,1,"No"
"LAC","DAL","extra_point",0,NA,NA,NA,"No"
"DAL","LAC","kickoff",0,NA,NA,NA,"No"
"DAL","LAC","pass",7,7,0,1,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"DAL","LAC","pass",-6,NA,NA,2,"No"
NA,NA,NA,NA,NA,NA,NA,NA
"LAC","DAL","kickoff",0,NA,NA,NA,"No"
"LAC","DAL","run",2,NA,NA,1,"No"
"LAC","DAL","pass",50,50,0,2,"Yes"
"LAC","DAL","pass",0,-7,NA,1,"No"
"LAC","DAL","run",4,NA,NA,2,"No"
"LAC","DAL","run",1,NA,NA,3,"No"
"LAC","DAL","field_goal",0,NA,NA,4,"No"
"DAL","LAC","kickoff",0,NA,NA,NA,"No"
"DAL","LAC","run",-3,NA,NA,1,"No"
"DAL","LAC","pass",4,-4,8,2,"No"
"DAL","LAC","pass",14,1,13,3,"No"
"DAL","LAC","pass",0,2,NA,1,"No"
"DAL","LAC","pass",0,8,NA,2,"No"
"DAL","LAC","run",6,NA,NA,3,"No"
"DAL","LAC","punt",0,NA,NA,4,"No"
"LAC","DAL","run",3,NA,NA,1,"No"
"LAC","DAL","pass",6,5,1,2,"No"
"LAC","DAL","pass",0,28,NA,3,"No"
"LAC","DAL","punt",0,NA,NA,4,"No"
"DAL","LAC","run",4,NA,NA,1,"No"
"DAL","LAC","pass",8,8,0,2,"No"
"DAL","LAC","pass",22,13,9,1,"Yes"
"DAL","LAC","run",4,NA,NA,1,"No"
"DAL","LAC","pass",18,18,0,2,"No"
"DAL","LAC","run",4,NA,NA,1,"No"
"DAL","LAC","run",1,NA,NA,2,"No"
"DAL","LAC","no_play",0,NA,NA,3,"No"
"DAL","LAC","pass",9,10,-1,3,"No"
"DAL","LAC","run",0,NA,NA,4,"No"
"LAC","DAL","run",6,NA,NA,1,"No"
"LAC","DAL","pass",7,-2,9,2,"No"
"LAC","DAL","no_play",0,NA,NA,1,"No"
"LAC","DAL","pass",6,3,3,1,"No"
"LAC","DAL",NA,NA,NA,NA,NA,NA
"LAC","DAL","pass",7,4,3,2,"No"
"LAC","DAL","run",34,NA,NA,3,"Yes"
"LAC","DAL","run",4,NA,NA,1,"No"
"LAC","DAL","no_play",0,NA,NA,2,"No"
"LAC","DAL","pass",10,4,6,2,"No"
"LAC","DAL","run",2,NA,NA,3,"No"
"LAC","DAL","run",0,NA,NA,1,"No"
"LAC","DAL","pass",10,9,1,2,"No"
"LAC","DAL","run",3,NA,NA,1,"No"
"LAC","DAL","pass",6,4,2,2,"No"
"LAC","DAL","no_play",0,NA,NA,3,"No"
"LAC","DAL","pass",0,8,NA,3,"No"
"LAC","DAL","field_goal",0,NA,NA,4,"No"
"DAL","LAC","kickoff",0,NA,NA,NA,"No"
"DAL","LAC","pass",0,10,NA,1,"No"
"DAL","LAC","pass",13,5,8,2,"No"
"DAL","LAC","run",3,NA,NA,1,"No"
"DAL","LAC","run",2,NA,NA,2,"No"
"DAL","LAC","no_play",0,NA,NA,3,"No"
"DAL","LAC","pass",0,53,NA,3,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"DAL","LAC","pass",0,35,NA,4,"No"
"LAC","DAL","run",1,NA,NA,1,"No"
"LAC","DAL","pass",0,0,NA,2,"No"
"LAC","DAL","pass",25,15,10,3,"Yes"
"LAC","DAL","run",10,NA,NA,1,"No"
"LAC","DAL","run",5,NA,NA,1,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"LAC","DAL","run",5,NA,NA,2,"No"
"LAC","DAL","extra_point",0,NA,NA,NA,"No"
"DAL","LAC","kickoff",0,NA,NA,NA,"No"
"DAL","LAC","pass",7,4,3,1,"No"
"DAL","LAC","pass",4,4,0,2,"No"
"DAL","LAC","no_play",NA,NA,NA,1,NA
"DAL","LAC","run",7,NA,NA,1,"No"
"LAC","DAL","run",4,NA,NA,1,"No"
"LAC","DAL","run",7,NA,NA,2,"No"
"LAC","DAL","run",2,NA,NA,1,"No"
"LAC","DAL","run",2,NA,NA,2,"No"
"LAC","DAL","run",-1,NA,NA,3,"No"
NA,NA,"no_play",0,NA,NA,NA,"No"
"LAC","DAL","qb_kneel",-2,NA,NA,4,"No"
"DAL","LAC","run",2,NA,NA,1,"No"
"DAL","LAC",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
"LA","SEA","kickoff",0,NA,NA,NA,"No"
"LA","SEA","run",8,NA,NA,1,"No"
"LA","SEA","run",1,NA,NA,2,"No"
"LA","SEA","pass",0,5,NA,3,"No"
"LA","SEA","run",3,NA,NA,4,"No"
"LA","SEA","run",7,NA,NA,1,"No"
"LA","SEA","run",4,NA,NA,2,"No"
"LA","SEA","run",4,NA,NA,1,"No"
"LA","SEA","run",2,NA,NA,2,"No"
"LA","SEA","pass",3,3,0,3,"No"
"LA","SEA","run",0,NA,NA,4,"No"
"SEA","LA","pass",8,1,7,1,"No"
"SEA","LA","run",2,NA,NA,2,"No"
"SEA","LA","pass",46,-6,52,1,"Yes"
"SEA","LA","pass",1,-3,4,1,"No"
"SEA","LA","run",4,NA,NA,2,"No"
"SEA","LA","extra_point",0,NA,NA,NA,"No"
"LA","SEA","kickoff",0,NA,NA,NA,"No"
"LA","SEA","pass",9,0,9,1,"No"
